### Instance Data ###

I (production plants):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]

C (potential distribution centers):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]

R (regional distribution centers):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]

a_ij (transportation cost from plants I to centers C):
0 0 85
0 1 79
0 2 85
0 3 69
0 4 146
0 5 100
0 6 67
0 7 119
0 8 57
0 9 114
0 10 118
0 11 141
0 12 101
0 13 37
0 14 79
0 15 159
0 16 68
0 17 58
0 18 39
0 19 76
1 0 51
1 1 94
1 2 118
1 3 32
1 4 109
1 5 75
1 6 70
1 7 82
1 8 38
1 9 76
1 10 80
1 11 104
1 12 63
1 13 10
1 14 42
1 15 121
1 16 31
1 17 35
1 18 68
1 19 39
2 0 5
2 1 151
2 2 175
2 3 55
2 4 79
2 5 132
2 6 126
2 7 114
2 8 94
2 9 60
2 10 81
2 11 108
2 12 104
2 13 53
2 14 29
2 15 95
2 16 37
2 17 91
2 18 124
2 19 62
3 0 60
3 1 85
3 2 109
3 3 10
3 4 73
3 5 66
3 6 60
3 7 48
3 8 28
3 9 41
3 10 45
3 11 68
3 12 38
3 13 46
3 14 36
3 15 86
3 16 28
3 17 25
3 18 58
3 19 4
4 0 12
4 1 134
4 2 158
4 3 38
4 4 62
4 5 115
4 6 109
4 7 97
4 8 77
4 9 43
4 10 64
4 11 91
4 12 87
4 13 60
4 14 11
4 15 78
4 16 20
4 17 74
4 18 107
4 19 45
5 0 80
5 1 65
5 2 89
5 3 30
5 4 93
5 5 47
5 6 40
5 7 66
5 8 8
5 9 61
5 10 65
5 11 88
5 12 48
5 13 33
5 14 56
5 15 106
5 16 48
5 17 5
5 18 38
5 19 23
6 0 75
6 1 89
6 2 113
6 3 59
6 4 135
6 5 89
6 6 64
6 7 108
6 8 46
6 9 103
6 10 107
6 11 130
6 12 90
6 13 15
6 14 68
6 15 148
6 16 58
6 17 48
6 18 62
6 19 66
7 0 47
7 1 99
7 2 123
7 3 31
7 4 108
7 5 80
7 6 75
7 7 81
7 8 43
7 9 75
7 10 79
7 11 103
7 12 63
7 13 11
7 14 41
7 15 120
7 16 30
7 17 40
7 18 73
7 19 38
8 0 33
8 1 117
8 2 141
8 3 21
8 4 93
8 5 98
8 6 92
8 7 80
8 8 61
8 9 61
8 10 65
8 11 88
8 12 71
8 13 26
8 14 26
8 15 106
8 16 16
8 17 58
8 18 91
8 19 29
9 0 94
9 1 51
9 2 75
9 3 44
9 4 84
9 5 38
9 6 26
9 7 57
9 8 5
9 9 51
9 10 55
9 11 79
9 12 39
9 13 47
9 14 70
9 15 97
9 16 62
9 17 7
9 18 25
9 19 36

b_jr (transportation cost from centers C to regional centers R):
0 0 72
0 1 35
0 2 68
0 3 100
0 4 54
0 5 95
0 6 41
0 7 50
0 8 43
0 9 20
0 10 87
0 11 90
0 12 97
0 13 50
0 14 110
0 15 115
0 16 133
0 17 143
0 18 139
0 19 102
0 20 39
0 21 110
0 22 85
0 23 111
0 24 50
0 25 68
0 26 6
0 27 83
0 28 132
0 29 69
1 0 74
1 1 126
1 2 77
1 3 45
1 4 91
1 5 102
1 6 104
1 7 95
1 8 119
1 9 135
1 10 60
1 11 55
1 12 48
1 13 95
1 14 51
1 15 41
1 16 38
1 17 16
1 18 45
1 19 43
1 20 106
1 21 35
1 22 92
1 23 34
1 24 95
1 25 80
1 26 146
1 27 62
1 28 13
1 29 78
2 0 99
2 1 150
2 2 101
2 3 69
2 4 116
2 5 102
2 6 128
2 7 119
2 8 143
2 9 159
2 10 83
2 11 79
2 12 72
2 13 120
2 14 59
2 15 54
2 16 38
2 17 26
2 18 45
2 19 67
2 20 130
2 21 59
2 22 97
2 23 59
2 24 119
2 25 104
2 26 171
2 27 87
2 28 38
2 29 102
3 0 56
3 1 30
3 2 25
3 3 49
3 4 70
3 5 111
3 6 8
3 7 17
3 8 59
3 9 39
3 10 51
3 11 40
3 12 47
3 13 30
3 14 60
3 15 65
3 16 83
3 17 92
3 18 88
3 19 51
3 20 24
3 21 59
3 22 101
3 23 60
3 24 21
3 25 52
3 26 51
3 27 32
3 28 81
3 29 85
4 0 132
4 1 96
4 2 102
4 3 35
4 4 20
4 5 34
4 6 74
4 7 94
4 8 47
4 9 81
4 10 127
4 11 99
4 12 90
4 13 107
4 14 118
4 15 108
4 16 106
4 17 83
4 18 65
4 19 87
4 20 52
4 21 61
4 22 24
4 23 46
4 24 55
4 25 129
4 26 75
4 27 55
4 28 80
4 29 8
5 0 86
5 1 107
5 2 58
5 3 26
5 4 72
5 5 81
5 6 85
5 7 76
5 8 100
5 9 116
5 10 81
5 11 53
5 12 43
5 13 76
5 14 72
5 15 62
5 16 60
5 17 37
5 18 24
5 19 40
5 20 87
5 21 16
5 22 70
5 23 15
5 24 76
5 25 83
5 26 127
5 27 43
5 28 34
5 29 59
6 0 53
6 1 101
6 2 52
6 3 43
6 4 73
6 5 114
6 6 79
6 7 70
6 8 94
6 9 110
6 10 48
6 11 30
6 12 23
6 13 71
6 14 39
6 15 29
6 16 27
6 17 21
6 18 57
6 19 19
6 20 81
6 21 17
6 22 103
6 23 32
6 24 70
6 25 55
6 26 122
6 27 38
6 28 10
6 29 87
7 0 105
7 1 89
7 2 75
7 3 9
7 4 55
7 5 61
7 6 67
7 7 67
7 8 82
7 9 98
7 10 100
7 11 72
7 12 63
7 13 80
7 14 91
7 15 81
7 16 79
7 17 56
7 18 29
7 19 60
7 20 69
7 21 34
7 22 51
7 23 19
7 24 58
7 25 102
7 26 110
7 27 28
7 28 53
7 29 42
8 0 43
8 1 69
8 2 20
8 3 54
8 4 83
8 5 124
8 6 47
8 7 38
8 8 72
8 9 79
8 10 38
8 11 10
8 12 7
8 13 39
8 14 29
8 15 26
8 16 44
8 17 53
8 18 67
8 19 12
8 20 49
8 21 27
8 22 114
8 23 42
8 24 38
8 25 40
8 26 90
8 27 34
8 28 42
8 29 97
9 0 100
9 1 64
9 2 70
9 3 44
9 4 26
9 5 67
9 6 41
9 7 62
9 8 29
9 9 48
9 10 95
9 11 67
9 12 57
9 13 75
9 14 86
9 15 76
9 16 78
9 17 87
9 18 83
9 19 54
9 20 19
9 21 54
9 22 57
9 23 55
9 24 23
9 25 96
9 26 56
9 27 27
9 28 76
9 29 40
10 0 104
10 1 68
10 2 74
10 3 23
10 4 22
10 5 63
10 6 45
10 7 66
10 8 50
10 9 66
10 10 99
10 11 71
10 12 61
10 13 79
10 14 90
10 15 80
10 16 77
10 17 66
10 18 62
10 19 58
10 20 36
10 21 33
10 22 53
10 23 34
10 24 27
10 25 100
10 26 77
10 27 26
10 28 55
10 29 36
11 0 127
11 1 91
11 2 97
11 3 30
11 4 49
11 5 39
11 6 69
11 7 89
11 8 77
11 9 93
11 10 122
11 11 94
11 12 85
11 13 102
11 14 113
11 15 103
11 16 101
11 17 78
11 18 35
11 19 82
11 20 63
11 21 56
11 22 30
11 23 42
11 24 53
11 25 124
11 26 104
11 27 50
11 28 75
11 29 36
12 0 87
12 1 79
12 2 57
12 3 10
12 4 45
12 5 80
12 6 57
12 7 49
12 8 72
12 9 88
12 10 82
12 11 54
12 12 44
12 13 62
12 14 73
12 15 63
12 16 61
12 17 43
12 18 39
12 19 41
12 20 59
12 21 16
12 22 69
12 23 11
12 24 48
12 25 84
12 26 100
12 27 16
12 28 35
12 29 53
13 0 24
13 1 27
13 2 21
13 3 84
13 4 114
13 5 154
13 6 45
13 7 25
13 8 103
13 9 38
13 10 40
13 11 43
13 12 50
13 13 12
13 14 63
13 15 68
13 16 86
13 17 96
13 18 98
13 19 55
13 20 67
13 21 63
13 22 144
13 23 73
13 24 64
13 25 18
13 26 52
13 27 64
13 28 85
13 29 128
14 0 65
14 1 29
14 2 44
14 3 76
14 4 61
14 5 102
14 6 17
14 7 27
14 8 50
14 9 13
14 10 63
14 11 66
14 12 73
14 13 40
14 14 86
14 15 91
14 16 109
14 17 119
14 18 115
14 19 78
14 20 15
14 21 86
14 22 91
14 23 87
14 24 26
14 25 62
14 26 24
14 27 59
14 28 108
14 29 75
15 0 145
15 1 109
15 2 115
15 3 47
15 4 36
15 5 22
15 6 87
15 7 107
15 8 64
15 9 93
15 10 140
15 11 112
15 12 102
15 13 120
15 14 131
15 15 121
15 16 118
15 17 96
15 18 48
15 19 99
15 20 64
15 21 74
15 22 17
15 23 59
15 24 68
15 25 142
15 26 91
15 27 67
15 28 93
15 29 23
16 0 55
16 1 18
16 2 36
16 3 67
16 4 71
16 5 112
16 6 9
16 7 18
16 8 60
16 9 21
16 10 54
16 11 58
16 12 65
16 13 29
16 14 78
16 15 83
16 16 101
16 17 110
16 18 106
16 19 69
16 20 25
16 21 77
16 22 102
16 23 78
16 24 22
16 25 51
16 26 33
16 27 50
16 28 99
16 29 86
17 0 45
17 1 66
17 2 17
17 3 52
17 4 81
17 5 122
17 6 45
17 7 36
17 8 70
17 9 76
17 10 40
17 11 11
17 12 10
17 13 36
17 14 31
17 15 29
17 16 47
17 17 56
17 18 66
17 19 15
17 20 47
17 21 25
17 22 112
17 23 40
17 24 36
17 25 41
17 26 87
17 27 32
17 28 45
17 29 96
18 0 48
18 1 99
18 2 50
18 3 72
18 4 101
18 5 142
18 6 78
18 7 68
18 8 93
18 9 109
18 10 32
18 11 28
18 12 22
18 13 69
18 14 11
18 15 3
18 16 14
18 17 23
18 18 85
18 19 20
18 20 79
18 21 45
18 22 132
18 23 60
18 24 69
18 25 54
18 26 120
18 27 52
18 28 27
18 29 116
19 0 63
19 1 37
19 2 32
19 3 42
19 4 63
19 5 104
19 6 15
19 7 24
19 8 52
19 9 47
19 10 58
19 11 33
19 12 39
19 13 38
19 14 52
19 15 58
19 16 76
19 17 85
19 18 81
19 19 44
19 20 17
19 21 52
19 22 94
19 23 53
19 24 14
19 25 59
19 26 58
19 27 25
19 28 74
19 29 78

p_i (production capacity of plants I):
92 91 84 97 90 96 83 100 85 98

q_j (supply capacity of distribution centers C):
0 297
1 321
2 131
3 479
4 169
5 332
6 442
7 110
8 278
9 330
10 478
11 478
12 468
13 464
14 442
15 330
16 255
17 319
18 496
19 114

c_j (activation cost of distribution centers C):
0 1148
1 1160
2 1065
3 1239
4 1084
5 1166
6 1221
7 1055
8 1139
9 1165
10 1239
11 1239
12 1234
13 1232
14 1221
15 1165
16 1127
17 1159
18 1248
19 1057

d_r (demand of regional centers R):
0 15
1 38
2 25
3 38
4 37
5 40
6 13
7 26
8 37
9 11
10 39
11 28
12 19
13 26
14 10
15 22
16 37
17 20
18 18
19 25
20 21
21 30
22 7
23 37
24 10
25 17
26 37
27 17
28 6
29 17

N_c (set of plants that can serve each distribution center j):
0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
1: [0, 1, 3, 4, 5, 6, 7, 8, 9]
2: [0, 1, 3, 5, 6, 7, 9]
3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
4: [1, 2, 3, 4, 5, 6, 7, 8, 9]
5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
9: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
10: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
11: [1, 2, 3, 4, 5, 6, 7, 8, 9]
12: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
13: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
14: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
15: [1, 2, 3, 4, 5, 7, 8, 9]
16: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
17: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
18: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
19: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9]

T_r (set of distribution centers that can serve each regional center r):
0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19]
1: [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 19]
6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]
