### Instance Data ###

I (production plants):
[0, 1, 2, 3, 4, 5, 6, 7]

C (potential distribution centers):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15]

R (regional distribution centers):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]

a_ij (transportation cost from plants I to centers C):
0 0 56
0 1 62
0 2 85
0 3 79
0 4 85
0 5 69
0 6 146
0 7 100
0 8 67
0 9 119
0 10 57
0 11 114
0 12 118
0 13 141
0 14 101
0 15 37
1 0 22
1 1 43
1 2 51
1 3 94
1 4 118
1 5 32
1 6 109
1 7 75
1 8 70
1 9 82
1 10 38
1 11 76
1 12 80
1 13 104
1 14 63
1 15 10
2 0 33
2 1 99
2 2 5
2 3 151
2 4 175
2 5 55
2 6 79
2 7 132
2 8 126
2 9 114
2 10 94
2 11 60
2 12 81
2 13 108
2 14 104
2 15 53
3 0 32
3 1 33
3 2 60
3 3 85
3 4 109
3 5 10
3 6 73
3 7 66
3 8 60
3 9 48
3 10 28
3 11 41
3 12 45
3 13 68
3 14 38
3 15 46
4 0 34
4 1 82
4 2 12
4 3 134
4 4 158
4 5 38
4 6 62
4 7 115
4 8 109
4 9 97
4 10 77
4 11 43
4 12 64
4 13 91
4 14 87
4 15 60
5 0 52
5 1 13
5 2 80
5 3 65
5 4 89
5 5 30
5 6 93
5 7 47
5 8 40
5 9 66
5 10 8
5 11 61
5 12 65
5 13 88
5 14 48
5 15 33
6 0 42
6 1 51
6 2 75
6 3 89
6 4 113
6 5 59
6 6 135
6 7 89
6 8 64
6 9 108
6 10 46
6 11 103
6 12 107
6 13 130
6 14 90
6 15 15
7 0 17
7 1 48
7 2 47
7 3 99
7 4 123
7 5 31
7 6 108
7 7 80
7 8 75
7 9 81
7 10 43
7 11 75
7 12 79
7 13 103
7 14 63
7 15 11

b_jr (transportation cost from centers C to regional centers R):
0 0 26
0 1 106
0 2 16
0 3 58
0 4 91
0 5 29
0 6 42
0 7 8
0 8 40
0 9 71
0 10 88
0 11 128
0 12 19
0 13 22
0 14 76
0 15 17
0 16 58
0 17 62
0 18 69
0 19 21
0 20 82
0 21 87
0 22 105
0 23 114
1 0 70
1 1 97
1 2 62
1 3 7
1 4 25
1 5 36
1 6 48
1 7 74
1 8 25
1 9 49
1 10 78
1 11 119
1 12 52
1 13 43
1 14 68
1 15 84
1 16 43
1 17 15
1 18 5
1 19 44
1 20 34
1 21 24
1 22 39
1 23 48
2 0 23
2 1 90
2 2 32
2 3 86
2 4 119
2 5 57
2 6 72
2 7 35
2 8 68
2 9 100
2 10 54
2 11 95
2 12 41
2 13 50
2 14 43
2 15 20
2 16 87
2 17 90
2 18 97
2 19 50
2 20 110
2 21 115
2 22 133
2 23 143
3 0 122
3 1 80
3 2 113
3 3 59
3 4 40
3 5 88
3 6 74
3 7 126
3 8 77
3 9 45
3 10 91
3 11 102
3 12 104
3 13 95
3 14 119
3 15 135
3 16 60
3 17 55
3 18 48
3 19 95
3 20 51
3 21 41
3 22 38
3 23 16
4 0 146
4 1 80
4 2 137
4 3 83
4 4 50
4 5 112
4 6 99
4 7 150
4 8 101
4 9 69
4 10 116
4 11 102
4 12 128
4 13 119
4 14 143
4 15 159
4 16 83
4 17 79
4 18 72
4 19 120
4 20 59
4 21 54
4 22 38
4 23 26
5 0 26
5 1 89
5 2 17
5 3 36
5 4 69
5 5 7
5 6 56
5 7 30
5 8 25
5 9 49
5 10 70
5 11 111
5 12 8
5 13 17
5 14 59
5 15 39
5 16 51
5 17 40
5 18 47
5 19 30
5 20 60
5 21 65
5 22 83
5 23 92
6 0 67
6 1 16
6 2 77
6 3 87
6 4 107
6 5 69
6 6 132
6 7 96
6 8 102
6 9 35
6 10 20
6 11 34
6 12 74
6 13 94
6 14 47
6 15 81
6 16 127
6 17 99
6 18 90
6 19 107
6 20 118
6 21 108
6 22 106
6 23 83
7 0 103
7 1 58
7 2 94
7 3 41
7 4 61
7 5 69
7 6 86
7 7 107
7 8 58
7 9 26
7 10 72
7 11 81
7 12 85
7 13 76
7 14 100
7 15 116
7 16 81
7 17 53
7 18 43
7 19 76
7 20 72
7 21 62
7 22 60
7 23 37
8 0 97
8 1 91
8 2 88
8 3 34
8 4 28
8 5 63
8 6 53
8 7 101
8 8 52
8 9 43
8 10 73
8 11 114
8 12 79
8 13 70
8 14 94
8 15 110
8 16 48
8 17 30
8 18 23
8 19 71
8 20 39
8 21 29
8 22 27
8 23 21
9 0 85
9 1 39
9 2 77
9 3 60
9 4 80
9 5 51
9 6 105
9 7 89
9 8 75
9 9 9
9 10 55
9 11 61
9 12 67
9 13 67
9 14 82
9 15 98
9 16 100
9 17 72
9 18 63
9 19 80
9 20 91
9 21 81
9 22 79
9 23 56
10 0 65
10 1 102
10 2 57
10 3 2
10 4 30
10 5 32
10 6 43
10 7 69
10 8 20
10 9 54
10 10 83
10 11 124
10 12 47
10 13 38
10 14 72
10 15 79
10 16 38
10 17 10
10 18 7
10 19 39
10 20 29
10 21 26
10 22 44
10 23 53
11 0 34
11 1 45
11 2 45
11 3 55
11 4 75
11 5 37
11 6 100
11 7 64
11 8 70
11 9 44
11 10 26
11 11 67
11 12 41
11 13 62
11 14 29
11 15 48
11 16 95
11 17 67
11 18 57
11 19 75
11 20 86
11 21 76
11 22 78
11 23 87
12 0 52
12 1 41
12 2 49
12 3 59
12 4 79
12 5 41
12 6 104
12 7 68
12 8 74
12 9 23
12 10 22
12 11 63
12 12 45
12 13 66
12 14 50
12 15 66
12 16 99
12 17 71
12 18 61
12 19 79
12 20 90
12 21 80
12 22 77
12 23 66
13 0 79
13 1 17
13 2 72
13 3 82
13 4 102
13 5 64
13 6 127
13 7 91
13 8 97
13 9 30
13 10 49
13 11 39
13 12 69
13 13 89
13 14 77
13 15 93
13 16 122
13 17 94
13 18 85
13 19 102
13 20 113
13 21 103
13 22 101
13 23 78
14 0 75
14 1 57
14 2 67
14 3 42
14 4 62
14 5 41
14 6 87
14 7 79
14 8 57
14 9 10
14 10 45
14 11 80
14 12 57
14 13 49
14 14 72
14 15 88
14 16 82
14 17 54
14 18 44
14 19 62
14 20 73
14 21 63
14 22 61
14 23 43
15 0 52
15 1 132
15 2 42
15 3 39
15 4 72
15 5 50
15 6 24
15 7 27
15 8 21
15 9 84
15 10 114
15 11 154
15 12 45
15 13 25
15 14 103
15 15 38
15 16 40
15 17 43
15 18 50
15 19 12
15 20 63
15 21 68
15 22 86
15 23 96

p_i (production capacity of plants I):
92 80 90 88 95 81 97 90

q_j (supply capacity of distribution centers C):
0 312
1 278
2 112
3 427
4 425
5 183
6 314
7 132
8 467
9 447
10 173
11 290
12 442
13 220
14 480
15 140

c_j (activation cost of distribution centers C):
0 1156
1 1139
2 1056
3 1213
4 1212
5 1091
6 1157
7 1066
8 1233
9 1223
10 1086
11 1145
12 1221
13 1110
14 1240
15 1070

d_r (demand of regional centers R):
0 8
1 38
2 29
3 39
4 24
5 14
6 23
7 29
8 28
9 13
10 39
11 26
12 38
13 12
14 15
15 29
16 32
17 8
18 13
19 34
20 6
21 27
22 33
23 33

