### Instance Data ###

I (production plants):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]

C (potential distribution centers):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59]

R (regional distribution centers):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89]

a_ij (transportation cost from plants I to centers C):
0 0 13
0 1 65
0 2 44
0 3 111
0 4 140
0 5 181
0 6 72
0 7 52
0 8 129
0 9 74
0 10 18
0 11 46
0 12 56
0 13 38
0 14 27
0 15 38
0 16 49
0 17 62
0 18 125
0 19 59
0 20 94
0 21 84
0 22 171
0 23 99
0 24 91
0 25 19
0 26 85
0 27 91
0 28 66
0 29 155
0 30 37
0 31 135
0 32 129
0 33 35
0 34 66
0 35 108
0 36 158
0 37 83
0 38 79
0 39 125
0 40 51
0 41 90
0 42 112
0 43 47
0 44 57
0 45 58
0 46 89
0 47 25
0 48 174
0 49 61
0 50 26
0 51 73
0 52 159
0 53 118
0 54 107
0 55 89
0 56 127
0 57 74
0 58 58
0 59 62
1 0 23
1 1 31
1 2 17
1 3 74
1 4 103
1 5 144
1 6 34
1 7 14
1 8 92
1 9 40
1 10 35
1 11 39
1 12 46
1 13 1
1 14 59
1 15 64
1 16 82
1 17 92
1 18 88
1 19 50
1 20 57
1 21 59
1 22 133
1 23 62
1 24 53
1 25 20
1 26 52
1 27 54
1 28 80
1 29 117
1 30 3
1 31 97
1 32 91
1 33 6
1 34 83
1 35 82
1 36 120
1 37 45
1 38 46
1 39 87
1 40 13
1 41 53
1 42 82
1 43 23
1 44 19
1 45 37
1 46 55
1 47 30
1 48 137
1 49 67
1 50 53
1 51 49
1 52 122
1 53 80
1 54 69
1 55 51
1 56 89
1 57 36
1 58 57
1 59 80
2 0 76
2 1 29
2 2 74
2 3 105
2 4 60
2 5 101
2 6 46
2 7 55
2 8 49
2 9 15
2 10 92
2 11 95
2 12 102
2 13 55
2 14 115
2 15 120
2 16 139
2 17 148
2 18 144
2 19 107
2 20 44
2 21 115
2 22 91
2 23 116
2 24 55
2 25 70
2 26 4
2 27 88
2 28 137
2 29 75
2 30 60
2 31 55
2 32 103
2 33 53
2 34 139
2 35 138
2 36 110
2 37 49
2 38 11
2 39 121
2 40 48
2 41 90
2 42 138
2 43 79
2 44 56
2 45 93
2 46 7
2 47 86
2 48 94
2 49 123
2 50 109
2 51 105
2 52 79
2 53 111
2 54 110
2 55 34
2 56 60
2 57 77
2 58 114
2 59 137
3 0 59
3 1 41
3 2 28
3 3 39
3 4 67
3 5 108
3 6 19
3 7 20
3 8 56
3 9 50
3 10 54
3 11 29
3 12 36
3 13 33
3 14 49
3 15 54
3 16 73
3 17 82
3 18 78
3 19 41
3 20 21
3 21 49
3 22 98
3 23 50
3 24 18
3 25 55
3 26 61
3 27 22
3 28 71
3 29 82
3 30 35
3 31 62
3 32 56
3 33 42
3 34 73
3 35 72
3 36 85
3 37 16
3 38 55
3 39 55
3 40 21
3 41 24
3 42 72
3 43 25
3 44 15
3 45 28
3 46 65
3 47 47
3 48 101
3 49 57
3 50 46
3 51 40
3 52 86
3 53 45
3 54 45
3 55 31
3 56 54
3 57 11
3 58 48
3 59 71
4 0 73
4 1 37
4 2 56
4 3 88
4 4 53
4 5 94
4 6 29
4 7 38
4 8 42
4 9 21
4 10 75
4 11 78
4 12 85
4 13 48
4 14 98
4 15 103
4 16 121
4 17 131
4 18 127
4 19 90
4 20 27
4 21 98
4 22 84
4 23 99
4 24 38
4 25 69
4 26 12
4 27 71
4 28 120
4 29 68
4 30 49
4 31 48
4 32 86
4 33 56
4 34 122
4 35 121
4 36 93
4 37 32
4 38 19
4 39 104
4 40 35
4 41 73
4 42 121
4 43 62
4 44 38
4 45 76
4 46 16
4 47 69
4 48 87
4 49 106
4 50 92
4 51 88
4 52 72
4 53 94
4 54 93
4 55 17
4 56 43
4 57 60
4 58 96
4 59 120
5 0 39
5 1 61
5 2 11
5 3 58
5 4 87
5 5 128
5 6 39
5 7 30
5 8 76
5 9 70
5 10 34
5 11 9
5 12 16
5 13 30
5 14 29
5 15 34
5 16 53
5 17 62
5 18 71
5 19 21
5 20 41
5 21 31
5 22 118
5 23 46
5 24 38
5 25 35
5 26 81
5 27 38
5 28 51
5 29 102
5 30 25
5 31 82
5 32 76
5 33 32
5 34 53
5 35 54
5 36 104
5 37 36
5 38 75
5 39 72
5 40 37
5 41 37
5 42 59
5 43 6
5 44 29
5 45 7
5 46 85
5 47 27
5 48 121
5 49 37
5 50 26
5 51 20
5 52 106
5 53 64
5 54 54
5 55 51
5 56 73
5 57 21
5 58 28
5 59 51
6 0 14
6 1 39
6 2 33
6 3 100
6 4 130
6 5 170
6 6 61
6 7 41
6 8 118
6 9 54
6 10 30
6 11 36
6 12 45
6 13 28
6 14 53
6 15 58
6 16 77
6 17 86
6 18 114
6 19 48
6 20 83
6 21 74
6 22 160
6 23 88
6 24 80
6 25 8
6 26 68
6 27 80
6 28 75
6 29 144
6 30 26
6 31 124
6 32 118
6 33 20
6 34 77
6 35 97
6 36 147
6 37 72
6 38 57
6 39 114
6 40 40
6 41 79
6 42 101
6 43 36
6 44 46
6 45 47
6 46 77
6 47 24
6 48 163
6 49 61
6 50 47
6 51 63
6 52 149
6 53 107
6 54 96
6 55 78
6 56 116
6 57 63
6 58 52
6 59 75
7 0 24
7 1 26
7 2 22
7 3 73
7 4 102
7 5 143
7 6 33
7 7 13
7 8 91
7 9 35
7 10 40
7 11 44
7 12 51
7 13 3
7 14 64
7 15 69
7 16 87
7 17 96
7 18 92
7 19 55
7 20 56
7 21 63
7 22 132
7 23 64
7 24 52
7 25 21
7 26 47
7 27 53
7 28 85
7 29 116
7 30 8
7 31 96
