### Instance Data ###

I (production plants):
[0, 1, 2, 3, 4, 5, 6, 7, 8]

C (potential distribution centers):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]

R (regional distribution centers):
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26]

a_ij (transportation cost from plants I to centers C):
0 0 62
0 1 85
0 2 79
0 3 85
0 4 69
0 5 146
0 6 100
0 7 67
0 8 119
0 9 57
0 10 114
0 11 118
0 12 141
0 13 101
0 14 37
0 15 79
0 16 159
0 17 68
1 0 43
1 1 51
1 2 94
1 3 118
1 4 32
1 5 109
1 6 75
1 7 70
1 8 82
1 9 38
1 10 76
1 11 80
1 12 104
1 13 63
1 14 10
1 15 42
1 16 121
1 17 31
2 0 99
2 1 5
2 2 151
2 3 175
2 4 55
2 5 79
2 6 132
2 7 126
2 8 114
2 9 94
2 10 60
2 11 81
2 12 108
2 13 104
2 14 53
2 15 29
2 16 95
2 17 37
3 0 33
3 1 60
3 2 85
3 3 109
3 4 10
3 5 73
3 6 66
3 7 60
3 8 48
3 9 28
3 10 41
3 11 45
3 12 68
3 13 38
3 14 46
3 15 36
3 16 86
3 17 28
4 0 82
4 1 12
4 2 134
4 3 158
4 4 38
4 5 62
4 6 115
4 7 109
4 8 97
4 9 77
4 10 43
4 11 64
4 12 91
4 13 87
4 14 60
4 15 11
4 16 78
4 17 20
5 0 13
5 1 80
5 2 65
5 3 89
5 4 30
5 5 93
5 6 47
5 7 40
5 8 66
5 9 8
5 10 61
5 11 65
5 12 88
5 13 48
5 14 33
5 15 56
5 16 106
5 17 48
6 0 51
6 1 75
6 2 89
6 3 113
6 4 59
6 5 135
6 6 89
6 7 64
6 8 108
6 9 46
6 10 103
6 11 107
6 12 130
6 13 90
6 14 15
6 15 68
6 16 148
6 17 58
7 0 48
7 1 47
7 2 99
7 3 123
7 4 31
7 5 108
7 6 80
7 7 75
7 8 81
7 9 43
7 10 75
7 11 79
7 12 103
7 13 63
7 14 11
7 15 41
7 16 120
7 17 30
8 0 66
8 1 33
8 2 117
8 3 141
8 4 21
8 5 93
8 6 98
8 7 92
8 8 80
8 9 61
8 10 61
8 11 65
8 12 88
8 13 71
8 14 26
8 15 26
8 16 106
8 17 16

b_jr (transportation cost from centers C to regional centers R):
0 0 7
0 1 25
0 2 36
0 3 48
0 4 74
0 5 25
0 6 49
0 7 78
0 8 119
0 9 52
0 10 43
0 11 68
0 12 84
0 13 43
0 14 15
0 15 5
0 16 44
0 17 34
0 18 24
0 19 39
0 20 48
0 21 62
0 22 7
0 23 54
0 24 22
0 25 108
0 26 37
1 0 86
1 1 119
1 2 57
1 3 72
1 4 35
1 5 68
1 6 100
1 7 54
1 8 95
1 9 41
1 10 50
1 11 43
1 12 20
1 13 87
1 14 90
1 15 97
1 16 50
1 17 110
1 18 115
1 19 133
1 20 143
1 21 139
1 22 102
1 23 39
1 24 110
1 25 85
1 26 111
2 0 59
2 1 40
2 2 88
2 3 74
2 4 126
2 5 77
2 6 45
2 7 91
2 8 102
2 9 104
2 10 95
2 11 119
2 12 135
2 13 60
2 14 55
2 15 48
2 16 95
2 17 51
2 18 41
2 19 38
2 20 16
2 21 45
2 22 43
2 23 106
2 24 35
2 25 92
2 26 34
3 0 83
3 1 50
3 2 112
3 3 99
3 4 150
3 5 101
3 6 69
3 7 116
3 8 102
3 9 128
3 10 119
3 11 143
3 12 159
3 13 83
3 14 79
3 15 72
3 16 120
3 17 59
3 18 54
3 19 38
3 20 26
3 21 45
3 22 67
3 23 130
3 24 59
3 25 97
3 26 59
4 0 36
4 1 69
4 2 7
4 3 56
4 4 30
4 5 25
4 6 49
4 7 70
4 8 111
4 9 8
4 10 17
4 11 59
4 12 39
4 13 51
4 14 40
4 15 47
4 16 30
4 17 60
4 18 65
4 19 83
4 20 92
4 21 88
4 22 51
4 23 24
4 24 59
4 25 101
4 26 60
5 0 87
5 1 107
5 2 69
5 3 132
5 4 96
5 5 102
5 6 35
5 7 20
5 8 34
5 9 74
5 10 94
5 11 47
5 12 81
5 13 127
5 14 99
5 15 90
5 16 107
5 17 118
5 18 108
5 19 106
5 20 83
5 21 65
5 22 87
5 23 52
5 24 61
5 25 24
5 26 46
6 0 41
6 1 61
6 2 69
6 3 86
6 4 107
6 5 58
6 6 26
6 7 72
6 8 81
6 9 85
6 10 76
6 11 100
6 12 116
6 13 81
6 14 53
6 15 43
6 16 76
6 17 72
6 18 62
6 19 60
6 20 37
6 21 24
6 22 40
6 23 87
6 24 16
6 25 70
6 26 15
7 0 34
7 1 28
7 2 63
7 3 53
7 4 101
7 5 52
7 6 43
7 7 73
7 8 114
7 9 79
7 10 70
7 11 94
7 12 110
7 13 48
7 14 30
7 15 23
7 16 71
7 17 39
7 18 29
7 19 27
7 20 21
7 21 57
7 22 19
7 23 81
7 24 17
7 25 103
7 26 32
8 0 60
8 1 80
8 2 51
8 3 105
8 4 89
8 5 75
8 6 9
8 7 55
8 8 61
8 9 67
8 10 67
8 11 82
8 12 98
8 13 100
8 14 72
8 15 63
8 16 80
8 17 91
8 18 81
8 19 79
8 20 56
8 21 29
8 22 60
8 23 69
8 24 34
8 25 51
8 26 19
9 0 2
9 1 30
9 2 32
9 3 43
9 4 69
9 5 20
9 6 54
9 7 83
9 8 124
9 9 47
9 10 38
9 11 72
9 12 79
9 13 38
9 14 10
9 15 7
9 16 39
9 17 29
9 18 26
9 19 44
9 20 53
9 21 67
9 22 12
9 23 49
9 24 27
9 25 114
9 26 42
10 0 55
10 1 75
10 2 37
10 3 100
10 4 64
10 5 70
10 6 44
10 7 26
10 8 67
10 9 41
10 10 62
10 11 29
10 12 48
10 13 95
10 14 67
10 15 57
10 16 75
10 17 86
10 18 76
10 19 78
10 20 87
10 21 83
10 22 54
10 23 19
10 24 54
10 25 57
10 26 55
11 0 59
11 1 79
11 2 41
11 3 104
11 4 68
11 5 74
11 6 23
11 7 22
11 8 63
11 9 45
11 10 66
11 11 50
11 12 66
11 13 99
11 14 71
11 15 61
11 16 79
11 17 90
11 18 80
11 19 77
11 20 66
11 21 62
11 22 58
11 23 36
11 24 33
11 25 53
11 26 34
12 0 82
12 1 102
12 2 64
12 3 127
12 4 91
12 5 97
12 6 30
12 7 49
12 8 39
12 9 69
12 10 89
12 11 77
12 12 93
12 13 122
12 14 94
12 15 85
12 16 102
12 17 113
12 18 103
12 19 101
12 20 78
12 21 35
12 22 82
12 23 63
12 24 56
12 25 30
12 26 42
13 0 42
13 1 62
13 2 41
13 3 87
13 4 79
13 5 57
13 6 10
13 7 45
13 8 80
13 9 57
13 10 49
13 11 72
13 12 88
13 13 82
13 14 54
13 15 44
13 16 62
13 17 73
13 18 63
13 19 61
13 20 43
13 21 39
13 22 41
13 23 59
13 24 16
13 25 69
13 26 11
14 0 39
14 1 72
14 2 50
14 3 24
14 4 27
14 5 21
14 6 84
14 7 114
14 8 154
14 9 45
14 10 25
14 11 103
14 12 38
14 13 40
14 14 43
14 15 50
14 16 12
14 17 63
14 18 68
14 19 86
14 20 96
14 21 98
14 22 55
14 23 67
14 24 63
14 25 144
14 26 73
15 0 62
15 1 95
15 2 33
15 3 65
15 4 29
15 5 44
15 6 76
15 7 61
15 8 102
15 9 17
15 10 27
15 11 50
15 12 13
15 13 63
15 14 66
15 15 73
15 16 40
15 17 86
15 18 91
15 19 109
15 20 119
15 21 115
15 22 78
15 23 15
15 24 86
15 25 91
15 26 87
16 0 100
16 1 120
16 2 82
16 3 145
16 4 109
16 5 115
16 6 47
16 7 36
16 8 22
16 9 87
16 10 107
16 11 64
16 12 93
16 13 140
16 14 112
16 15 102
16 16 120
16 17 131
16 18 121
16 19 118
16 20 96
16 21 48
16 22 99
16 23 64
16 24 74
16 25 17
16 26 59
17 0 54
17 1 87
17 2 25
17 3 55
17 4 18
17 5 36
17 6 67
17 7 71
17 8 112
17 9 9
17 10 18
17 11 60
17 12 21
17 13 54
17 14 58
17 15 65
17 16 29
17 17 78
17 18 83
17 19 101
17 20 110
17 21 106
17 22 69
17 23 25
17 24 77
17 25 102
17 26 78

p_i (production capacity of plants I):
84 91 87 82 100 81 96 92 97

q_j (supply capacity of distribution centers C):
0 256
1 174
2 435
3 495
4 249
5 497
6 299
7 288
8 164
9 373
10 272
11 364
12 161
13 422
14 185
15 401
16 297
17 321

c_j (activation cost of distribution centers C):
0 1128
1 1087
2 1217
3 1247
4 1124
5 1248
6 1149
7 1144
8 1082
9 1186
10 1136
11 1182
12 1080
13 1211
14 1092
15 1200
16 1148
17 1160

d_r (demand of regional centers R):
0 8
1 13
2 34
3 6
4 27
5 33
6 33
7 24
8 32
9 6
10 15
11 38
12 25
13 38
14 37
15 40
16 13
17 26
18 37
19 11
20 39
21 28
22 19
23 26
24 10
25 22
26 37

N_c (set of plants that can serve each distribution center j):
0: [0, 1, 2, 3, 4, 5, 6, 7, 8]
1: [0, 1, 2, 3, 4, 5, 6, 7, 8]
2: [0, 1, 3, 4, 5, 6, 7, 8]
3: [0, 1, 3, 5, 6, 7]
4: [0, 1, 2, 3, 4, 5, 6, 7, 8]
5: [1, 2, 3, 4, 5, 6, 7, 8]
6: [0, 1, 2, 3, 4, 5, 6, 7, 8]
7: [0, 1, 2, 3, 4, 5, 6, 7, 8]
8: [0, 1, 2, 3, 4, 5, 6, 7, 8]
9: [0, 1, 2, 3, 4, 5, 6, 7, 8]
10: [0, 1, 2, 3, 4, 5, 6, 7, 8]
11: [0, 1, 2, 3, 4, 5, 6, 7, 8]
12: [1, 2, 3, 4, 5, 6, 7, 8]
13: [0, 1, 2, 3, 4, 5, 6, 7, 8]
14: [0, 1, 2, 3, 4, 5, 6, 7, 8]
15: [0, 1, 2, 3, 4, 5, 6, 7, 8]
16: [1, 2, 3, 4, 5, 7, 8]
17: [0, 1, 2, 3, 4, 5, 6, 7, 8]

T_r (set of distribution centers that can serve each regional center r):
0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
1: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17]
4: [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
8: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17]
9: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
10: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
11: [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
12: [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
13: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
14: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
15: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
16: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]
